Project Name,Package Name,Type Name,Code Smell
java,me.jellysquid.mods.lithium.mixin.chunk.no_validation,PackedIntegerArrayMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.chunk.palette,PalettedContainerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.chunk.palette,PalettedContainerMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.chunk.serialization,PackedIntegerArrayMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.chunk.serialization,PalettedContainerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.attributes,AttributeContainerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.block_entity_tickers,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.brain,BrainMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.chunk_tickets,SortedArraySetMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.entity_by_type,TypeFilterableListMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.entity_filtering,TypeFilterableListMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.entity_ticking,EntityListMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.fluid_submersion,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.gamerules,GameRulesMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.goals,GoalSelectorMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.mob_spawning,PoolMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.collections.mob_spawning,SpawnSettingsMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.fluid,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.fluid,EntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.entity.collisions.intersection,EntityViewMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.intersection,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,AbstractMinecartEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,BoatEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,EntityPredicatesMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,EntityTrackingSectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.collisions.unpushable_cramming,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,ArmorStandEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,ArmorStandEntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,LivingEntityMixin,Missing Hierarchy
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,MobEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking,MobEntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking.enchantment_ticking,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.equipment_tracking.equipment_changes,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.fast_elytra_check,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.fast_hand_swing,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.fast_hand_swing,LivingEntityMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.entity.fast_powder_snow_check,LivingEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.fast_retrieval,SectionedEntityCacheMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,DrownedEntityLeaveWaterGoalMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,DrownedEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,EntityNavigationMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,MobEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,ServerEntityHandlerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.inactive_navigations,ServerWorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,AbstractDecorationEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,AbstractMinecartEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,ArmorStandEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,FormCaravanGoalMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,IronGolemWanderAroundGoalMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.replace_entitytype_predicates,ItemFrameEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.entity.sprinting_particles,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.block_support,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.block_support,EntityMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.block_support,EntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.block_touching,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.fire_lava_touching,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.fire_lava_touching,EntityMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.fire_lava_touching,EntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.fluid_pushing,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.fluid_pushing,EntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.suffocation,EntityMixin,Imperative Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.suffocation,EntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.suffocation,EntityMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.experimental.entity.block_caching.suffocation,EntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.experimental.spawning,EntityTrackingSectionAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.spawning,SectionedEntityCacheMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.spawning,ServerChunkManagerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.spawning,ServerEntityManagerAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.experimental.spawning,ServerWorldAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.gen.cached_generator_settings,NoiseChunkGeneratorMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin,LithiumMixinPlugin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_blockpos,BlockPosMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_blockpos,DirectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_util,AxisCycleDirectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_util,ForwardMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_util,BackwardMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_util,BoxMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.fast_util,BoxMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.math.fast_util,DirectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.math.sine_lut,MixinMathHelper,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.minimal_nonvanilla.collisions.empty_space,BitSetVoxelSetAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.minimal_nonvanilla.collisions.empty_space,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.minimal_nonvanilla.world.block_entity_ticking.support_cache,BlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.minimal_nonvanilla.world.block_entity_ticking.support_cache,DirectBlockEntityTickInvokerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.minimal_nonvanilla.world.block_entity_ticking.support_cache,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.profiler,ServerWorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.blockstate_cache,BlockMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.lazy_shape_context,EntityShapeContextMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.optimized_matching,VoxelShapesMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.precompute_shape_arrays,FractionalDoubleListMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.precompute_shape_arrays,SimpleVoxelShapeMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.shape_merging,VoxelShapesMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.specialized_shapes,VoxelShapeMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.specialized_shapes,VoxelShapeMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.shapes.specialized_shapes,VoxelShapesMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.shapes.specialized_shapes,VoxelShapesMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.util.accessors,ClientEntityManagerAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.accessors,EntityTrackingSectionAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.accessors,ItemEntityAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.accessors,ItemStackAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.accessors,ServerEntityManagerAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.accessors,ServerWorldAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.block_entity_retrieval,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.block_entity_retrieval,WorldMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.util.block_tracking,AbstractBlockStateMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.block_tracking,ChunkSectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.chunk_access,ChunkCacheMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.chunk_access,WorldViewMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.chunk_status_tracking,ServerWorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.data_storage,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_collection_replacement,TypeFilterableListMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_movement_tracking,EntityTrackingSectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_movement_tracking,EntityTrackingSectionMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.entity_movement_tracking,ServerEntityManagerAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_movement_tracking,ServerEntityManagerListenerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_movement_tracking,ServerWorldAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_section_position,EntityTrackingSectionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.entity_section_position,SectionedEntityCacheMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,BlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,ChestBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,ChestBlockEntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,LockableContainerBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,StackListReplacementTracking,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingAbstractFurnaceBlockEntity,Unnecessary Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingAbstractFurnaceBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingBrewingStandBlockEntity,Unnecessary Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingBrewingStandBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,StackListReplacementTrackingLockableContainerBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingBarrelBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingBarrelBlockEntity,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingChestBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingChestBlockEntity,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingDispenserBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingDispenserBlockEntity,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingHopperBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingHopperBlockEntity,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingShulkerBoxBlockEntity,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_change_listening,InventoryChangeTrackingShulkerBoxBlockEntity,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.util.inventory_comparator_tracking,BlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.inventory_comparator_tracking,ComparatorBlockMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.item_component_and_count_tracking,ComponentMapImplMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.item_component_and_count_tracking,ItemEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.item_component_and_count_tracking,ItemStackMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.util.world_border_listener,WorldBorderMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.brewing_stand,BrewingStandBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.campfire,CampfireBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.campfire.lit,CampfireBlockEntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.campfire.unlit,CampfireBlockEntityMixin,Broken Hierarchy
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.furnace,AbstractFurnaceBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.hopper,HopperBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping,ServerWorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.sleeping.shulker_box,ShulkerBoxBlockEntityMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.block_entity_ticking.world_border,DirectBlockEntityTickInvokerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.chunk_access,AbstractChunkHolderAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.chunk_access,ChunkHolderMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.chunk_access,ServerChunkManagerMixin,Deficient Encapsulation
java,me.jellysquid.mods.lithium.mixin.world.chunk_access,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.chunk_ticking.spread_ice,BiomeMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.combined_heightmap_update,HeightmapAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.combined_heightmap_update,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.explosions.block_raycast,ExplosionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.explosions.cache_exposure,ExplosionBehaviorMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.explosions.cache_exposure,ExplosionMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.game_events.dispatch,GameEventDispatchManagerMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.game_events.dispatch,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.inline_block_access,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.inline_block_access,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.inline_height,WorldChunkMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.inline_height,WorldMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.raycast,BlockViewMixin,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.raycast,RaycastContextAccessor,Unutilized Abstraction
java,me.jellysquid.mods.lithium.mixin.world.temperature_cache,BiomeMixin,Unutilized Abstraction
